Count,Tradelist Count,Name,Edition,Card Number,Condition,Language,Foil,Signed,Artist Proof,Altered Art,Misprint,Promo,Textless,My Price
3,0,Heir of the Ancient Fang,Kamigawa: Neon Dynasty,191,,,,,,,,,,$0.00
1,0,Heirloom Mirror // Inherited Fiend,Innistrad: Midnight Hunt,105,Near Mint,English,,,,,,,,$0.00
1,0,High-Rise Sawjack,Streets of New Capenna,150,,,,,,,,,,$0.00
1,0,Hold for Ransom,Streets of New Capenna,16,,,,,,,,,,$0.00
1,0,Icewind Stalwart,Commander Legends: Battle for Baldur's Gate,27,,,,,,,,,,$0.00
2,0,Imperial Oath,Kamigawa: Neon Dynasty,17,,,,,,,,,,$0.00
3,0,Imperial Subduer,Kamigawa: Neon Dynasty,310,,,,,,,,,,$0.00
1,0,Imperial Subduer,Kamigawa: Neon Dynasty,310,,Japanese,,,,,,,,$0.00
3,0,Inkrise Infiltrator,Kamigawa: Neon Dynasty,100,,,,,,,,,,$0.00
2,0,Inkrise Infiltrator,Kamigawa: Neon Dynasty,341,,,,,,,,,,$0.00
1,0,Involuntary Employment,Streets of New Capenna,110,,,,,,,,,,$0.00
1,0,Iron Apprentice,Kamigawa: Neon Dynasty,248,,,,,,,,,,$0.00
1,0,Ironhoof Boar,Kamigawa: Neon Dynasty,148,,,,,,,,,,$0.00
1,0,Ironhoof Boar,Kamigawa: Neon Dynasty,148,,Japanese,,,,,,,,$0.00
1,0,Join the Maestros,Streets of New Capenna,85,,,,,,,,,,$0.00
1,0,Jukai Preserver,Kamigawa: Neon Dynasty,195,,,,,,,,,,$0.00
2,0,Kaito's Pursuit,Kamigawa: Neon Dynasty,103,,,,,,,,,,$0.00
1,0,Kami of Industry,Kamigawa: Neon Dynasty,149,,,,,,,,,,$0.00
2,0,Kami of Restless Shadows,Kamigawa: Neon Dynasty,104,,,,,,,,,,$0.00
1,0,Kami of Terrible Secrets,Kamigawa: Neon Dynasty,105,,,,,,,,,,$0.00
1,0,Kami's Flare,Kamigawa: Neon Dynasty,150,,,,,,,,,,$0.00
2,0,Kill Shot,Streets of New Capenna,19,,,,,,,,,,$0.00
1,0,Kindled Fury,Kamigawa: Neon Dynasty,151,,,,,,,,,,$0.00
2,0,Kitsune Ace,Kamigawa: Neon Dynasty,22,,,,,,,,,,$0.00
1,0,Knockout Blow,Streets of New Capenna,20,,,,,,,,,,$0.00
1,0,"Lagrella, the Magpie",Streets of New Capenna,196,,,,,,,,,,$0.00
1,0,Lethal Exploit,Kamigawa: Neon Dynasty,107,,,,,,,,,,$0.00
2,0,Life of Toshiro Umezawa // Memory of Toshiro,Kamigawa: Neon Dynasty,108,,,,,,,,,,$0.00
1,0,Light the Way,Kamigawa: Neon Dynasty,24,,Japanese,,,,,,,,$0.00
1,0,Light the Way,Kamigawa: Neon Dynasty,24,,,,,,,,,,$0.00
5,5,Lonesome Unicorn // Rider in Need,Throne of Eldraine,21,,,,,,,,,,$0.00
2,0,Lucky Offering,Kamigawa: Neon Dynasty,27,,,,,,,,,,$0.00
2,0,Maestros Initiate,Streets of New Capenna,86,,,,,,,,,,$0.00
1,0,Malicious Malfunction,Kamigawa: Neon Dynasty,110,,,,,,,,,,$0.00
1,0,Marching Duodrone,Commander Legends: Battle for Baldur's Gate,447,,,,,,,,,,$0.00
2,0,Marut,Commander Legends: Battle for Baldur's Gate,322,,,,,,,,,,$0.00
1,0,Masked Bandits,Streets of New Capenna,201,,,,,,,,,,$0.00
1,0,Master's Rebuke,Kamigawa: Neon Dynasty,202,,,,,,,,,,$0.00
1,0,Moonfolk Puzzlemaker,Kamigawa: Neon Dynasty,68,,,,,,,,,,$0.00
3,0,Moonsnare Specialist,Kamigawa: Neon Dynasty,70,,,,,,,,,,$0.00
1,0,Moonsnare Specialist,Kamigawa: Neon Dynasty,335,,Japanese,,,,,,,,$0.00
1,0,Most Wanted,Streets of New Capenna,153,,,,,,,,,,$0.00
2,0,Mukotai Ambusher,Kamigawa: Neon Dynasty,112,,,,,,,,,,$0.00
1,0,Myconid Spore Tender,Commander Legends: Battle for Baldur's Gate,243,,,,,,,,,,$0.00
1,0,Mysterious Tome // Chilling Chronicle,Innistrad: Midnight Hunt,63,Near Mint,English,,,,,,,,$0.00
3,0,Network Terminal,Kamigawa: Neon Dynasty,251,,,,,,,,,,$0.00
1,0,Network Terminal,Kamigawa: Neon Dynasty,251,,Japanese,,,,,,,,$0.00
1,0,Nimblewright Schematic,Commander Legends: Battle for Baldur's Gate,330,,,,,,,,,,$0.00
1,0,Ninja's Kunai,Kamigawa: Neon Dynasty,252,,,,,,,,,,$0.00
2,0,Okiba Reckoner Raid // Nezumi Road Captain,Kamigawa: Neon Dynasty,117,,,,,,,,,,$0.00
1,0,Okiba Salvage,Kamigawa: Neon Dynasty,118,,,,,,,,,,$0.00
2,0,Ominous Parcel,Streets of New Capenna,241,,,,,,,,,,$0.00
2,0,Papercraft Decoy,Kamigawa: Neon Dynasty,253,,,,,,,,,,$0.00
2,0,Paragon of Modernity,Streets of New Capenna,242,,,,,,,,,,$0.00
1,0,Planar Incision,Kamigawa: Neon Dynasty,72,,,,,,,,,,$0.00
1,0,Plasma Jockey,Streets of New Capenna,115,,,,,,,,,,$0.00
2,0,Psionic Snoop,Streets of New Capenna,53,,,,,,,,,,$0.00
3,3,Queen of Ice // Rage of Winter,Throne of Eldraine,61,,,,,,,,,,$0.00
2,0,Racers' Ring,Streets of New Capenna,253,,,,,,,,,,$0.00
1,0,Raffine's Guidance,Streets of New Capenna,25,,,,,,,,,,$0.00
2,0,Raffine's Informant,Streets of New Capenna,26,,,,,,,,,,$0.00
1,0,Raffine's Silencer,Streets of New Capenna,90,,,,,,,,,,$0.00
2,0,Rakish Revelers,Streets of New Capenna,214,,,,,,,,,,$0.00
1,0,Rakish Revelers,Streets of New Capenna,328,,,,,,,,,,$0.00
3,3,Reaper of Night // Harvest Fear,Throne of Eldraine,102,,,,,,,,,,$0.00
2,0,Reckoner Shakedown,Kamigawa: Neon Dynasty,119,,,,,,,,,,$0.00
1,0,Recruitment Drive,Commander Legends: Battle for Baldur's Gate,38,,,,,,,,,,$0.00
2,0,Regent's Authority,Kamigawa: Neon Dynasty,32,,,,,,,,,,$0.00
1,0,Repel the Vile,Kamigawa: Neon Dynasty,33,,,,,,,,,,$0.00
1,0,Rhox Pummeler,Streets of New Capenna,155,,,foil,,,,,,,$0.00
2,0,Riveteers Initiate,Streets of New Capenna,120,,,,,,,,,,$0.00
1,0,Rooftop Nuisance,Streets of New Capenna,57,,,,,,,,,,$0.00
4,4,Rosethorn Acolyte // Seasonal Ritual,Throne of Eldraine,174,,,,,,,,,,$0.00
1,0,Run Away Together,Commander Legends: Battle for Baldur's Gate,92,,,,,,,,,,$0.00
1,0,Run Out of Town,Streets of New Capenna,58,,,,,,,,,,$0.00
1,0,Runaway Trash-Bot,Kamigawa: Neon Dynasty,257,,,,,,,,,,$0.00
1,0,Saiba Trespassers,Kamigawa: Neon Dynasty,77,,,,,,,,,,$0.00
1,0,Scion of Halaster,Commander Legends: Battle for Baldur's Gate,145,,,,,,,,,,$0.00
1,0,Searchlight Companion,Kamigawa: Neon Dynasty,258,,,,,,,,,,$0.00
1,0,Seven-Tail Mentor,Kamigawa: Neon Dynasty,36,,,,,,,,,,$0.00
2,0,Sewer Crocodile,Streets of New Capenna,60,,,,,,,,,,$0.00
1,0,Shady Traveler // Stalking Predator,Innistrad: Midnight Hunt,120,Near Mint,English,,,,,,,,$0.00
1,0,Shattered Seraph,Streets of New Capenna,333,,,,,,,,,,$0.00
1,0,Shiny Impetus,Commander Legends: Battle for Baldur's Gate,194,,,,,,,,,,$0.00
2,0,Short Circuit,Kamigawa: Neon Dynasty,78,,,,,,,,,,$0.00
3,0,Shrine Steward,Kamigawa: Neon Dynasty,259,,,,,,,,,,$0.00
5,5,Silverflame Squire // On Alert,Throne of Eldraine,31,,,,,,,,,,$0.00
3,0,Simian Sling,Kamigawa: Neon Dynasty,163,,,,,,,,,,$0.00
3,3,Smitten Swordmaster // Curry Favor,Throne of Eldraine,105,,,,,,,,,,$0.00
1,0,Social Climber,Streets of New Capenna,157,,,,,,,,,,$0.00
1,0,Spara's Adjudicators,Streets of New Capenna,335,,,,,,,,,,$0.00
1,0,Street Urchin,Commander Legends: Battle for Baldur's Gate,197,,,,,,,,,,$0.00
3,0,Suit Up,Kamigawa: Neon Dynasty,81,,,,,,,,,,$0.00
1,0,Swooping Protector,Streets of New Capenna,33,,,,,,,,,,$0.00
1,0,Sword Coast Sailor,Commander Legends: Battle for Baldur's Gate,98,,,,,,,,,,$0.00
1,0,Take to the Streets,Streets of New Capenna,158,,,,,,,,,,$0.00
1,0,Tales of Master Seshiro // Seshiro's Living Legacy,Kamigawa: Neon Dynasty,210,,,,,,,,,,$0.00
1,0,Tales of Master Seshiro // Seshiro's Living Legacy,Kamigawa: Neon Dynasty,210,,Japanese,,,,,,,,$0.00
2,0,Tamiyo's Compleation,Kamigawa: Neon Dynasty,83,,,,,,,,,,$0.00
1,0,Tavern Swindler,Streets of New Capenna,96,,,,,,,,,,$0.00
1,0,The Fall of Lord Konda // Fragment of Konda,Kamigawa: Neon Dynasty,12,,,,,,,,,,$0.00
1,0,The Long Reach of Night // Animus of Night's Reach,Kamigawa: Neon Dynasty,109,,,,,,,,,,$0.00
1,0,The Long Reach of Night // Animus of Night's Reach,Kamigawa: Neon Dynasty,109,,Japanese,,,,,,,,$0.00
1,0,The Modern Age // Vector Glider,Kamigawa: Neon Dynasty,66,,,,,,,,,,$0.00
1,0,The Shattered States Era // Nameless Conqueror,Kamigawa: Neon Dynasty,162,,,,,,,,,,$0.00
1,0,The Shattered States Era // Nameless Conqueror,Kamigawa: Neon Dynasty,162,,Japanese,,,,,,,,$0.00
1,0,Tireless Hauler // Dire-Strain Brawler,Innistrad: Midnight Hunt,305,Near Mint,English,,,,,,,,$0.00
1,0,Towashi Guide-Bot,Kamigawa: Neon Dynasty,262,,,,,,,,,,$0.00
1,0,Towashi Songshaper,Kamigawa: Neon Dynasty,167,,,,,,,,,,$0.00
1,0,Trailblazer's Torch,Commander Legends: Battle for Baldur's Gate,340,,,,,,,,,,$0.00
1,0,Tramway Station,Streets of New Capenna,356,,,,,,,,,,$0.00
1,0,Tymora's Invoker,Commander Legends: Battle for Baldur's Gate,101,,,,,,,,,,$0.00
2,0,Unforgiving One,Kamigawa: Neon Dynasty,127,,,,,,,,,,$0.00
1,0,Unstoppable Ogre,Kamigawa: Neon Dynasty,169,,,,,,,,,,$0.00
1,0,Upriser Renegade,Kamigawa: Neon Dynasty,170,,Japanese,,,,,,,,$0.00
1,0,Venom Connoisseur,Streets of New Capenna,161,,,,,,,,,,$0.00
1,0,"Vhal, Candlekeep Researcher",Commander Legends: Battle for Baldur's Gate,102,,,,,,,,,,$0.00
1,0,Vicious Battlerager,Commander Legends: Battle for Baldur's Gate,155,,,,,,,,,,$0.00
3,0,Virus Beetle,Kamigawa: Neon Dynasty,128,,,,,,,,,,$0.00
1,0,Wanderer's Intervention,Kamigawa: Neon Dynasty,41,,,,,,,,,,$0.00
1,0,Waterfront District,Streets of New Capenna,357,,,,,,,,,,$0.00
1,0,Welkin Tern,Mystery Booster,544,Near Mint,English,,,,,,,,$0.00
1,0,When We Were Young,Kamigawa: Neon Dynasty,43,,,,,,,,,,$0.00
